Stream Item Text;KAT
Mathias Jensen Steffen Gudum Iversen skal vi se hvem der først får den kørt ned :D;ANDET
Dalia El Dirawi HAHAH;ANDET
Niqab og tørklæde sig ud ??;ANDET
9 børn. Når i vælger at få 9 børn, så er det ikke samfundet og skatteydernes problem. I burde måske have tænkt jer om, hvad koster 9 børn. I kunne måske have nøjedes med 4 børn frem for 9;ANDET
Ja, sådan har jeg det også ??;ANDET
Har Frank någon hemsida som jag kan nå honom via?;ANDET
Åååhh den er altså også god ??;ANDET
Charlotte Søgaard Nilsen du henger på meg resten av livet ????;ANDET
Hvad så baby ??;ANDET
Er du ikke medlem af enhedslisten mere ??;ANDET
"Det er jo blot at sætte prisen for offentlig transport op og SELV betale for det ""løft"" !    Dem der betaler , har også ret til at der er de veje de betaler for , OG i en stand der svarer til det de betaler , FØR de betaler for andres offentlige transport .";ANDET
Kender du lønnen man får i psykiatrien?? Den er under al kritik ift. Hvad man yder.. Tænker du er helt gal på den med dine udtalelser..;ANDET
Jeg er ikke i tvivl om det, der sker ude i verden....men kan ikke se, hvad det har med min kommentar i denne tråd at gøre. ..igen Valdemar Pc det er en anden snak, så stopper her ??;ANDET
Man kunne nedlægge Regionerne og bruge de sparede penge på sundhedsvæsnet. Sundhedsstyrelsen udstikker alle retningslinier på sundhedsområdet. Finansministeriet bestemmer økonomien. Så Regionerne er blot et dyrt administrativt mellemled. Se blot på 7 forskellige EPJ systemer og nu på 3-4 forskellige sundhedsplatforme. Imponerende for et lille land som Danmark.;ANDET
Oskar Møller nu skal du ikke miste alle dine penge Aa;ANDET
?????? den må vi lærer Heggo.. ????;ANDET
Hvis folks religiøse følelser skal styre det her land, så bered jer på at religiøse mennesker bliver fornærmede over ALT der udfordrer deres verdensbillede. Forvent at DU skal indrette dig efter deres verdensbillede. Det er konsekvensen når du giver dem den magt;ANDET
Sune Vesti tag Med Christian Filtenborg Lassen;ANDET
Det har jeg da ikke sagt?? Lad lige være med at tillægge mig motiver, jeg aldrig har haft. Synes bare at der mangler det perspektiv at ikke alle har det sådan, og at det også er okay ..;ANDET
Midlertidig er dog stadigvæk ikke godt nok. Vi skal ærligt talt ud af disse “vaner” med DLCs og microtransactions. Gerne tilbage til rigtige expansions.;ANDET
Heidi Rosendahl Larsen - LOL....Du kan tydeligvis ikke læse indenad.Prøv lige at se hvilken Lars, det med skotten kommer fra :D;ANDET
Hahaha, jeg ved godt, at det er mig der ender med at skrige ???? jeg har en fantastisk idé, I 3 ser den og så passer jeg Noah ??????;ANDET
Mogens Øgendahl men det ville være ok hvis du ikke udtalte dig om hvad jeg ønsker og ikke ønsker....jeg er en voksen mand og i stand til at formulere mine ønsker selv.;ANDET
Er der en forklaring på hvorfor man som licensbetaler ikke kunne se eller høre VM i landvejscykling? Synes det er rimelig stort - med mange danske medaljer.;ANDET
Tommy Møller Lundin klarede den jo... som var ret vildt efter at have parteret nogle børn;ANDET
Hun er også god;ANDET
Jeg er enig med DF;ANDET
De der har solgt Statens Serumsinstitut skulle klippes offentligt på et torrv ligesom feltmadrasserne blev i 1945!;ANDET
"Dear friends! If possible, please post our letter.Dear friends!We have honor to address you, as to the persons with kind heart with a request for the help on behalf of the charitable organization from Russia that helps the elderly people and handicapped whowere left alone and have fallen into a difficult situation. In the city of Chelyabinsk located in South Ural, for 20 years the Charitable school of Alexander Svyatov has been helping elderly people and handicapped trying to make their life better and brighter. Alexander Svyatov has been holding charitable free seminars and trainings for elderly people with yoga elements, a chi kung, music therapy, positive psychology and prayers: https://youtu.be/Esua9Uk00DE , also organized for them different celebrations and concerts, provided financial aid to lonely elderly people. Now in Russia the average size of elderly income is less than 150-200 dollars, elderly and handicapped are very poor people and can’t get necessary medicine and food therefore thousands of elderly people need help: https://pbs.twimg.com/media/DLsfrjzX4AA27Mw.jpg .We appeal to you to make a small financial donation to charitable ""Alexander Svyatov's School"" that as many elderly people and handicapped as possible could receive the help and care before Christmas thanks to your participation. We guarantee to provide you a detailed report about an expenditure of the financial means allocated by you to the aid of the needing elderly people with documents, photos and videos.Reference: Alexander Svyatov is the public figure, founder of the charitable organizations ""Care”(1998), ""September""(2006), ""Development"" (2014). Publications, photos, videos https://youtu.be/Esua9Uk00DE , letters with gratitude from people about social charitable work of Alexander Svyatov are possible to see in the files enclosed in our letter and on the websites: http://svyatov.pro/.Your donation is greatly appreciated and will be used to help our elderly and handicapped people.Requisites of our bank for transfer of financial support: ?ur PayPal account: aleksandrsvyatov@gmail.com orSWIFT code: SABRRUMMEA 1, SBERBANK (URALSKY HEAD OFFICE) EKATERINBURG, RUSSIAN FEDERATION, OFFICE NO. 8597/0278,SBERBANK, Chelyabinsk, beneficiary account number 40817810072198401078, recipient - The school of Alexander SvyatovOur contacts: 454018, RUSSIAN FEDERATION, Chelyabinsk, street Orangery, 3, office 12e-mail: ardigo@mail.ru tel. +7 951 4549840 (my assistant interpreter Igor Boronsky)Website: http://svyatov.pro/Sincerely, Alexander SVYATOV";ANDET
Åge Christensen : Dyrkede de ikke korn på Grønland for 1000 år siden?;ANDET
Den har faktisk løbeklub potentiale ??;ANDET
Elisabeth Berg! Haha! ??;ANDET
Ja, det er let at grine af folk der tror på Jesus, det koster ikke noget, især da kristendommen er kendt for at vende den anden kind til, men for det første. Hvordan kan du som laver grin vide hvad du laver grin med, når du ikke tror, og derfor heller ikke har noget som helst på spil. Det minder lidt om fejhed parret med ligegyldighed !;ANDET
Der er ikke noget som hedder værdigt i her land mere ??. Forbandet svineri ????;ANDET
Emilie når kæresterne er oppe imod hinanden, hvis jeg var præmien havde de begge vundet mig med hjem ??;ANDET
Maria skal vi? ??;ANDET
Det kan jeg godt forstå- men her er der ellers frit valg på alle hylder, som man siger ????;ANDET
Jesper Andersen ???? Maibritt Schmidt Andersen;ANDET
Maria Abild Rehdin haha årstallet kan ikke passe ?? Resten er jeg vild med ??;ANDET
Den små Johanne var også med.;ANDET
Gabriel Taslicukur Mørch Hahahahaha;ANDET
Morten Ec Elefsen kom lige til dk og tag med ??;ANDET
??????det giver jo mening;ANDET
Jack Alfons Holse Nuttall;ANDET
Dette Standard svar  kender jeg;ANDET
Hahaha hvad laver de ??Og så ham der går amok på politimanden ????;ANDET
20 andre fødevarer hvis der ikke betales!!;ANDET
Sia Ditte Bager Larsen;ANDET
Lasse Lucianus Tolstrup Petersen Der var den;ANDET
Så gør dog noget ved det Lars Lykke i stedet for at fremstå som en lille skræmt mand som ikke tør stå ved sin mening.;ANDET
Nej vi vandt jov sidst 50$ med gratis startbonus hahha;ANDET
tatoo.. nej tak. Det er blevet for meget;ANDET
Mads, har vi byttet? ?? Jeppe;ANDET
Poul & Heidi snak for jer selv;ANDET
"Hvorfor skal vi hele tiden se og lytte til ""kloge"" Asger?";ANDET
Lars fredninger betyder ikke så meget - alt efter hvem man er selvfølgelig.... :o;ANDET
Kommer gerne casually forbi ??;ANDET
Første runde og halvtreds stærke er også klasse. Alt i alt en helt igennem gennemført plade;ANDET
Befrin Nabi tænk engang, der er ca 100 - 200 mennesker der går med niqab også står de her politikker og diskutere i flere timer om forbud lol er der ikke vigtigere ting? Eller er jeg gal på den?;ANDET
Mads Kudsk Oscar Nielsen;ANDET
Noget af det allerfarligste i denne verden er at møde en veganer på en øde gade mens man går og nyder sin cafelatte med komælk.;ANDET
Nikolaj Ovesen elsker ham her, sikke en prank;ANDET
license skal være frivilligt ikke tvangs folk skal selv bestemme om de gider betale til DR;KLAGE
Måske vi skal tage til Berlin?;ANDET
Misforståelse, bum bum... Hmm, her er 200 breve med adresser på - de skal nok lægges i skovbunden et sted i Midtjylland... Godt nok en svær opgave.;ANDET
Elloise, kommer aldrig til at ske i danmark, de er altid for sent på den;ANDET
Genialt ?????????? PS! Grinte du også for dig selv hjemme? ?????????;ANDET
Det er så sjovt!!!;ANDET
Nick Bjerrehus Larsen ??;ANDET
Set i lyset af deres seneste kampagne mod danske fødevareproducenter er det da meget dårligt nyt for forbrugerne. Vi har jo ikke en nævneværdig danske krydderiproduktion. Hverken øko eller almindeligt. Lidt i frisk i potter jovist. Vi må jo gå fra at der mangler kontrol ved import. Det må være op til de import virksomheder at sikre at deklarationen passer. Det må være de danske fødevare myndigheder der svigter i deres stikprøve kontroller. Det er den manglende kontrol af hele fødekæden fra jord til bord som importørerne udnytter og som både den  private (label)kontrol (änlgemarkt) og myndighedskontrollen ikke magter at efterprøve.;ANDET
Jonas Danielsen tror du er blevet opdaget ????;ANDET
Deadline! Stop jer selv, det er jo ren “bashing” på baggrund af noget i tror måske er sket som så kan være suspekt! Useriøst journalistik, yderst ensidigt og venstredrejet!Hvis man skulle bruge samme journalistiske tilgang! Så er det suspekt så meget DR forsøger at få sået tvivl om en borgerlig minister. Hænger det sammen med et møde i har haft, hvor i muligvis har diskutere om i kan få Støjberg afskediget, det virker nemlig meget suspekt...;KLAGE
Jeg er da ikke diplomatisk ??;ANDET
Annedorthe Toft Nielsen ??;ANDET
Hahaha hvad snakker du om ?? du finder ikke en der mere ligeglad ??;ANDET
DBU er en flok arrogante mænd   . Bare man kunne droppe de idioter. ;ANDET
Kamilla Nøhr Bertelsen, Maria Bertelsen ????;ANDET
Og forbudt for nogenlunde ordentlige unge mennesker. Der er dog nogle som spionerer derinde;ANDET
Tja !! Jeg har oftest min egen kurv med på indkøbsturen rundt i butikken. Går gerne en ekstra tur for at undgå butikkernes kurve.??;ANDET
Fri pasning til alle børn så kan de beholde børnepengene, og bruge dem til betaling af børnehaver vuggestue det er nok mere udansk dansker der har flere børn vi har 4 børn og 5 børnebørn tror de fleste dansker har Max 2-3 børn 10 -12 børn vælger man helt sikker selv så må man selv betale;ANDET
Søren Rahbek hahaha hold kæft hende Line skal holde kæft. Magen til fucking sjw skal man lede længe efter ??;ANDET
?? I lige måde ??;ANDET
Henrik W Fugmann Jeg har lige læst vi pt producerer mad nok til 12 milliarder mennesker, men kan ikke finde artiklen nu, så jeg vedhæfter en ældre artikel fra 2012, der dokumenterer vi allerede dengang producerede mad til 10 milliarder mennesker. Altså en halv gang mere end vi er mennesker på planeten. Der er alligevel 1 milliard af jordens folk i dag, der ikke har mad nok. Det kan ikke løses med konventionelle dyrkningsmetoder og en endnu større fødevareproduktion. Det er et fordelingsproblem, det er fattigdom og ulighed der skal sættes ind overfor, for at løse fødevaremanglen. Og faktisk klarer netop de økologiske dyrkningsmetoder sig bedst i de områder, der er hårdest ramt af klimaforandringer og tørke, hvilket typisk er de områder hvor sultproblemerne er størst. https://m.huffpost.com/us/entry/1463429;ANDET
har ikke været i lektiefængsel, hvilket vil sige jeg ikke har meget fravær :D;ANDET
Så kan de måske endelig få en fornemmelse af ansvar ?????? god idé.;ANDET
Yes de ved det godt. Sagde det i forgåres ???;ANDET
Kære Morgens du vil ikke tænke for dig selv, alle vil så gerne hade Trump, så har man noget være sammen om. Godt der er nok mennesker som tænker, på sin land i US, det vil være slemt hvis US blev til Sverige, dette vil glæde Obama. Det er ikke Muslimer der er hadet, men den barbarisk, fascistisk ideologi.i Koranen. Spørge de kristne i Mellemøsten om Hitler hvis der er nogen i live endnu. Du ved ikke hved verden du liver i kære Morgens.;ANDET
Lars Mikkelsen spiller fantastisk i dette første afsnit. Det er også bare så godt, at man kan høre ALT hvad han siger uden at skulle skrue fjernsynet op på max styrke. Han kan jo tale uden at mumle, og det gør at min interesse for serien blev vagt :-);ANDET
fuck hvor klamt Tobias Pedersen;ANDET
Marie ?? Jeg tror vi skal finde stjernekikkerten ??;ANDET
Nicklas Christensen, du kan være stolt ??;ANDET
Bare klø på, David!  Dejligt, at du er på rette vej ????;ANDET
Pas nu på det ikke tager overhånd ??;ANDET
Hva skal de postbude lave ? Ingen sender post mere;ANDET
Er normalt ikke enig med ham om ret meget. Men her syntes jeg bestemt han har en pointe;ANDET
Endelig en som har forstået det og siger det som det er. Kan iøvrigt godt lide ansigts udtrykket på Enhedslistens klovn som står og måber....;ANDET
brugerda kun et par min :P;ANDET
Så hvorvidt man gør noget rædselsfuldt eller ej, har at gøre med, om man har jakkesæt på?Mærkeligt ræsonnement.;ANDET
Det er.faktisk allerede noget man gør, ifm. Tag overhovedet garantien;ANDET
Kurt MortensenFn er en korrupt organisation .  Som DR ikke kunne li og høre;KLAGE
Så er vi i krig.;ANDET
Forhåbentlig uden storme for så vil jeg se frem til frost og sne.;ANDET
Hold da op mand;ANDET
Ej hun er da det sødeste;ANDET
Alle der ikke stemmer på Blå blok er kommunister i hans hovede......;ANDET
1000 tak for oplysning;ANDET
Hvorfor nu bruge tid på det. Pjat. Det vigtigste er hvordan vi mennesker opfører os overfor hinanden uanset hvordan vi går klædt. Uden vold bliver verden et meget bedre sted. Tøj er uvæsentligt.;ANDET
Te æ ræv ????????????;ANDET
Minimal stat i en fart! Alt for stor byrde/ansvar staten tager!;ANDET
Tjek!! Meget apro pos hva?!??;ANDET
Vil glæde mig til at næste afsnit af denne serie. Det er jo lidt historisk at det har kunnet lade sig gøre at samle dem. Og også at høre hvordan at de hver især har opfattet denne periode som de var statsminister i. Og også hvordan at både verden og især Danmark har forandret sig.;ANDET
Abdikafi Démarco Ibrahim El-hajj Ali Azim;ANDET
Simone Straarup Weberg ????;ANDET
Desværre ville det nok være at gøre dem en tjeneste hvis man fjernede Martin Henriksens familie fra ham i 5 år;ANDET
Måske Katrine fra SDU nævnte det til Simons fødselsdag. Jeg har hvertfald læst det på en nyhed hun delte.;ANDET
Rikke Sofie Frost Zophie Vicky Lund Stripp;ANDET
Cecilie Kathrine Hørby Melgaard ????????;ANDET
Marlene Egsgaard Schmidtdorf Rikke Camilla Elnef Svendsen er du freeeesh ????????;ANDET
De alle 179 er pinlige.Håber gevaldigt næste folketingsvalg bliver en så lave stemmeprocent som aldrig set før!Fordi det nytter ikke at stemme på andre derinde, de arbejder alligevel ikke for befolkningen, men for den med kongemagten. Det står i grundloven og minister betyder også tjener. - de tjener bare ikke befolkningen.Fortsat god aften kære mennesker ??;ANDET
Har godt set den. Det er klasse ??;ANDET
"Skriver folk stadig om ""pladderhumanisme"" i 2017?Det var årets ord 2016 og er kun brugt af fjolser som har lyst til at fremhæve sig selv som rabiate nationalister efterhånden.";ANDET
